project,translation,component,unit,progress
r-project,pt_BR,base-c,https://translate.rx.studio/api/units/162338/,updated translation
r-project,pt_BR,base-c,https://translate.rx.studio/api/units/162339/,new translation
r-project,hi,base-c,https://translate.rx.studio/api/units/148773/,"updated translation, approved"
r-project,hi,base-c,https://translate.rx.studio/api/units/148787/,"updated translation, approved"
r-project,en,glossary,https://translate.rx.studio/api/units/212176/,external update
r-project,es,glossary,https://translate.rx.studio/api/units/212177/,external update
r-project,en,glossary,https://translate.rx.studio/api/units/212178/,external update
r-project,es,glossary,https://translate.rx.studio/api/units/212179/,external update
r-project,en,glossary,https://translate.rx.studio/api/units/212180/,external update
r-project,es,glossary,https://translate.rx.studio/api/units/212181/,updated translation
r-project,tr,grid-r,https://translate.rx.studio/api/units/212305/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212308/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212310/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212312/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212314/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212316/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212318/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212320/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212322/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212324/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212326/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212328/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212329/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212331/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212333/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212335/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212337/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212339/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212341/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212344/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212346/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212347/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212350/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212351/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212354/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212356/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212358/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212359/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212362/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212364/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212366/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212368/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212369/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212372/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212373/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212375/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212378/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212380/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212381/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212383/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212386/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212387/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212390/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212391/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212394/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212396/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212398/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212400/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212402/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212404/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212406/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212408/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212410/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212412/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212414/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212416/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212418/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212420/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212422/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212424/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212426/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212428/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212429/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212431/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212434/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212436/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212438/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212440/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212442/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212443/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212446/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212447/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212449/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212451/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212453/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212456/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212458/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212460/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212462/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212464/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212466/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212468/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212470/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212472/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212474/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212476/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212478/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212480/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212482/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212484/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212485/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212488/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212490/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212492/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212494/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212496/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212498/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212500/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212502/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212504/,external update
r-project,tr,grid-r,https://translate.rx.studio/api/units/212506/,external update
